logon,VSS0154,PC-6055,Logoff,08/09/2010 18:30:00
http,VSS0154,PC-6055,http://sourceforge.net/Elizabeth_Canning/canningites/ovyyvneqfobbxfsver1625813682.htm,08/09/2010 14:33:34
http,VSS0154,PC-6055,http://zillow.com/Tulip_mania/goldgars/grnzsregvyvmre383317473.html,08/09/2010 14:45:42
http,VSS0154,PC-6055,http://linksynergy.com/Andrew_Johnston_singer/brannock/sveroybttvatfnygjngreornpuovyyvneqfunyy1566888039.aspx,08/09/2010 14:54:39
http,VSS0154,PC-6055,http://ebay.com/Stonewall_riots/kamenys/sverqenznbhgyrgpragrefubccvatzbhagrqbevragrrevat959308762.php,08/09/2010 15:01:26
http,VSS0154,PC-6055,http://fatwallet.com/Grand_Duchess_Olga_Nikolaevna_of_Russia/olga/snzvylculfvpf76474686.asp,08/09/2010 15:04:08
http,VSS0154,PC-6055,http://npr.org/Latter_Days/sandvoss/zbgbeplpyrzhfrhznpprcgnaprgrfgercbegsnzvyl355437132.php,08/09/2010 15:04:33
http,VSS0154,PC-6055,http://city-data.com/No_Way_Out_2004/hotty/sregvyvmreaba-svpgvbaovyyvneqfgbheanzragsnzvyl531794135.html,08/09/2010 15:07:39
http,VSS0154,PC-6055,http://urbandictionary.com/Joppenbergh_Mountain/rosendale/urnqcubarfryrpgvba495083721.aspx,08/09/2010 15:09:43
http,VSS0154,PC-6055,http://paypal.com/Ian_Meckiff/egar/zbivrfqryrtngr1565181414.htm,08/09/2010 15:12:40
http,VSS0154,PC-6055,http://cbs.com/Bart_King/hordern/pnecragreryrpgvbarkrphgvir2093690601.asp,08/09/2010 15:20:06
http,VSS0154,PC-6055,http://about.com/Grays_Inn/cherke/harzcyblzragsver1434742481.asp,08/09/2010 15:48:13
http,VSS0154,PC-6055,http://nfl.com/Greece_runestones/dybeck/snzvyltvaehzzlpneqtnzrarjffbsgonyy1814779370.jsp,08/09/2010 16:01:08
http,VSS0154,PC-6055,http://npr.org/Latter_Days/sandvoss/zbgbeplpyrzhfrhznpprcgnaprgrfgercbegsnzvyl355437132.php,08/09/2010 16:05:54
http,VSS0154,PC-6055,http://sourceforge.net/Elizabeth_Canning/canningites/ovyyvneqfobbxfsver1625813682.htm,08/09/2010 16:10:23
http,VSS0154,PC-6055,http://linksynergy.com/Andrew_Johnston_singer/brannock/sveroybttvatfnygjngreornpuovyyvneqfunyy1566888039.aspx,08/09/2010 16:11:09
http,VSS0154,PC-6055,http://weebly.com/Georgetown_University/hoyas/cenpgvprcynlvatzhfvpsnzvylterragenafcbegngvbacebsrffvbanyfbppre1726875144.html,08/09/2010 16:11:10
http,VSS0154,PC-6055,http://cbs.com/Imagism/repaus/pnyraqnejngpuvatgryrivfvbafrysurycgrnz1554574069.aspx,08/09/2010 16:11:45
http,VSS0154,PC-6055,http://zillow.com/Tulip_mania/goldgars/grnzsregvyvmre383317473.html,08/09/2010 16:39:58
http,VSS0154,PC-6055,http://nbcsports.com/General_aviation_in_the_United_Kingdom/ga/pnyraqnecebwrpgvagreangvbanygeniryqvzvavfuvatergheaf1257642606.htm,08/09/2010 16:46:15
http,VSS0154,PC-6055,http://bizjournals.com/Canadian_federal_election_1957/diefenbaker/gryrznexrgvatratvarrevatgbyrenaprgrnz706920437.php,08/09/2010 16:46:23
http,VSS0154,PC-6055,http://zillow.com/Tulip_mania/goldgars/grnzsregvyvmre383317473.html,08/09/2010 16:48:17
http,VSS0154,PC-6055,http://cbs.com/Bart_King/hordern/pnecragreryrpgvbarkrphgvir2093690601.asp,08/09/2010 17:00:54
http,VSS0154,PC-6055,http://inbox.com/Poetry/ghazal/ryrpgvba161592514.html,08/09/2010 17:04:00
http,VSS0154,PC-6055,http://livejournal.com/Red_River_Trails/kittson/snzvylfvkfvtznjrofvgrqrirybczragonfxrgonyyunyybssnzr626890445.htm,08/09/2010 17:05:08
http,VSS0154,PC-6055,http://paypal.com/Ian_Meckiff/egar/zbivrfqryrtngr1565181414.htm,08/09/2010 17:10:30
http,VSS0154,PC-6055,http://paypal.com/Ian_Meckiff/egar/zbivrfqryrtngr1565181414.htm,08/09/2010 17:11:43
http,VSS0154,PC-6055,http://disney.go.com/New_Orleans_Mint/bonzanos/rhpuerpneqtnzrqryrtngrcnex1033374894.jsp,08/09/2010 17:13:46
http,VSS0154,PC-6055,http://verizon.com/2006_Westchester_County_tornado/edt/vprubpxrlnhgberfgbengvbasverobqlohvyqvat807614485.php,08/09/2010 17:15:22
http,VSS0154,PC-6055,http://cbs.com/Imagism/repaus/pnyraqnejngpuvatgryrivfvbafrysurycgrnz1554574069.aspx,08/09/2010 17:17:50
http,VSS0154,PC-6055,http://buy.com/Super_Mario_64/mips/ryrpgvbafhesvaterthyngvbafargjbex900617254.php,08/09/2010 17:23:00
http,VSS0154,PC-6055,http://npr.org/Latter_Days/sandvoss/zbgbeplpyrzhfrhznpprcgnaprgrfgercbegsnzvyl355437132.php,08/09/2010 17:23:32
http,VSS0154,PC-6055,http://1saleaday.com/Mercury_dime/dimes/frphevglsvernhgbercnveznahnyf1114821738.aspx,08/09/2010 17:28:36
http,VSS0154,PC-6055,http://sourceforge.net/Elizabeth_Canning/canningites/ovyyvneqfobbxfsver1625813682.htm,08/09/2010 17:31:21
http,VSS0154,PC-6055,http://foxnews.com/Belle_Vue_Zoological_Gardens/vue/grnzfubgthaovplpyrfnsrglpynffvpnyqerffntr1133120350.php,08/09/2010 17:34:33
http,VSS0154,PC-6055,http://cbs.com/Imagism/repaus/pnyraqnejngpuvatgryrivfvbafrysurycgrnz1554574069.aspx,08/09/2010 17:38:53
http,VSS0154,PC-6055,http://fatwallet.com/Grand_Duchess_Olga_Nikolaevna_of_Russia/olga/snzvylculfvpf76474686.asp,08/09/2010 17:40:13
http,VSS0154,PC-6055,http://city-data.com/No_Way_Out_2004/hotty/sregvyvmreaba-svpgvbaovyyvneqfgbheanzragsnzvyl531794135.html,08/09/2010 17:50:53
http,VSS0154,PC-6055,http://linksynergy.com/Andrew_Johnston_singer/brannock/sveroybttvatfnygjngreornpuovyyvneqfunyy1566888039.aspx,08/09/2010 17:52:46
http,VSS0154,PC-6055,http://nbcsports.com/General_aviation_in_the_United_Kingdom/ga/pnyraqnecebwrpgvagreangvbanygeniryqvzvavfuvatergheaf1257642606.htm,08/09/2010 17:55:35
http,VSS0154,PC-6055,http://weebly.com/Georgetown_University/hoyas/cenpgvprcynlvatzhfvpsnzvylterragenafcbegngvbacebsrffvbanyfbppre1726875144.html,08/09/2010 18:04:45
http,VSS0154,PC-6055,http://buy.com/Super_Mario_64/mips/ryrpgvbafhesvaterthyngvbafargjbex900617254.php,08/09/2010 18:18:09
http,VSS0154,PC-6055,http://sourceforge.net/Elizabeth_Canning/canningites/ovyyvneqfobbxfsver1625813682.htm,08/09/2010 18:18:38
http,VSS0154,PC-6055,http://weebly.com/Georgetown_University/hoyas/cenpgvprcynlvatzhfvpsnzvylterragenafcbegngvbacebsrffvbanyfbppre1726875144.html,08/09/2010 18:27:18
http,VSS0154,PC-6055,http://cbs.com/Imagism/repaus/pnyraqnejngpuvatgryrivfvbafrysurycgrnz1554574069.aspx,08/09/2010 18:28:48
email,VSS0154,PC-6055,Sawyer_Vernon@verizon.net,Kimberley_Anderson@juno.com;IEB8@earthlink.net,19117,2,08/09/2010 16:04:07
email,VSS0154,PC-6055,Vernon.Samuel.Sawyer@dtaa.com,Vera.Mollie.Jenkins@dtaa.com;Kimberley.Joy.Anderson@dtaa.com,23007,0,08/09/2010 16:04:26
email,VSS0154,PC-6055,Sawyer_Vernon@verizon.net,VMJ628@verizon.net;Kimberley_Anderson@juno.com;Hiroko_S_Kerr@charter.net,31268,1,08/09/2010 16:05:13
email,VSS0154,PC-6055,Vernon.Samuel.Sawyer@dtaa.com,Irma.Eugenia.Booker@dtaa.com,22972,0,08/09/2010 16:06:12
email,VSS0154,PC-6055,Sawyer_Vernon@verizon.net,IEB8@earthlink.net,20318,0,08/09/2010 16:06:13
email,VSS0154,PC-6055,Sawyer_Vernon@verizon.net,Kimberley_Anderson@juno.com,38596,0,08/09/2010 16:07:25
email,VSS0154,PC-6055,Sawyer_Vernon@verizon.net,Kimberley_Anderson@juno.com,21962,0,08/09/2010 16:07:49
email,VSS0154,PC-6055,Sawyer_Vernon@verizon.net,Ebony_Bonner@juno.com,22591,0,08/09/2010 16:08:15
email,VSS0154,PC-6055,Sawyer_Vernon@verizon.net,IEB8@earthlink.net;Otto.H.Chase@netzero.com,28082,0,08/09/2010 16:08:16
email,VSS0154,PC-6055,Sawyer_Vernon@verizon.net,VMJ628@verizon.net,36809,0,08/09/2010 16:08:21
email,VSS0154,PC-6055,Sawyer_Vernon@verizon.net,Kimberley_Anderson@juno.com,33185,0,08/09/2010 16:08:43
device,VSS0154,PC-6055,Connect,08/09/2010 13:51:21
device,VSS0154,PC-6055,Disconnect,08/09/2010 14:31:51
device,VSS0154,PC-6055,Connect,08/09/2010 15:18:39
device,VSS0154,PC-6055,Disconnect,08/09/2010 15:42:59
device,VSS0154,PC-6055,Connect,08/09/2010 18:01:41
device,VSS0154,PC-6055,Disconnect,08/09/2010 18:18:55
